Domain Code,Domain,Area Code,Area,Indicator Code,Indicator,Source Code,FAO Source,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2002","2002","%","66","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2002","2002","%","73.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2002","2002","%","1.3890610933","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2002","2002","%","2.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2003","2003","1000 persons","871","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2003","2003","%","66.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2003","2003","%","74.3","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2003","2003","%","1.3817793131","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2003","2003","%","2.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2004","2004","1000 persons","835","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2004","2004","%","65.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2004","2004","%","74.6","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2004","2004","%","1.3276890516","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2004","2004","%","2.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2005","2005","1000 persons","863","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2005","2005","%","67.3","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2005","2005","%","76.2","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2005","2005","%","1.3682295084","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2005","2005","%","2.4","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2006","2006","1000 persons","843","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2006","2006","%","69.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2006","2006","%","77.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2006","2006","%","1.3594610691","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2006","2006","%","2.3","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2007","2007","1000 persons","858","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2007","2007","%","70.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2007","2007","%","78.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2007","2007","%","1.3340113163","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2007","2007","%","2.3","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2008","2008","1000 persons","688","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2008","2008","%","72.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2008","2008","%","78.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2008","2008","%","0.9310112","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2008","2008","%","1.8","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2009","2009","1000 persons","647","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2009","2009","%","72.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2009","2009","%","78.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2009","2009","%","0.8555803895","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2009","2009","%","1.7","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2010","2010","1000 persons","626","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2010","2010","%","73.9","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2010","2010","%","79","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2010","2010","%","0.8482900262","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2010","2010","%","1.7","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2011","2011","1000 persons","638","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2011","2011","%","75.1","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2011","2011","%","79.7","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2011","2011","%","0.846418798","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2011","2011","%","1.6","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2012","2012","1000 persons","611","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2012","2012","%","75.7","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2012","2012","%","79","X","International reliable sources","EU Labour Force Survey. Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2012","2012","%","0.8150759935","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2012","2012","%","1.6","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2013","2013","1000 persons","572","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2013","2013","%","76.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2013","2013","%","79.7","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2013","2013","%","0.7719697952","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2013","2013","%","1.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2014","2014","1000 persons","570","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2014","2014","%","76.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2014","2014","%","79.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2014","2014","%","0.7661324143","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2014","2014","%","1.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2015","2015","1000 persons","561","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2015","2015","%","77","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2015","2015","%","79.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2015","2015","%","0.785799861","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2015","2015","%","1.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2016","2016","1000 persons","540","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2016","2016","%","77.4","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2016","2016","%","79.8","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2016","2016","%","0.7682943344","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2016","2016","%","1.3","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21066","Employment in agriculture","3024","European Union Labour force survey","2017","2017","1000 persons","532","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2017","2017","%","78.1","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2017","2017","%","80.3","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2017","2017","%","0.761746943","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","79","Germany","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2017","2017","%","1.3","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1983","1983","1000 persons","2461","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1983","1983","%","6.3292007446","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1984","1984","1000 persons","2383","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1984","1984","%","5.9918518066","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1985","1985","1000 persons","2254","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1985","1985","%","5.6239256859","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1986","1986","1000 persons","2165","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1986","1986","%","5.4968285561","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1987","1987","1000 persons","2157","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1987","1987","%","5.3784861565","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1988","1988","1000 persons","2069","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1988","1988","%","5.270942688","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1989","1989","1000 persons","1910","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1989","1989","%","5.064063549","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1990","1990","1000 persons","1911","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1990","1990","%","5.3769803047","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1990","1990","%","8.9","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1991","1991","1000 persons","1823","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1991","1991","%","4.7130613327","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1991","1991","%","8.5","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1992","1992","1000 persons","1664","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)
Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1992","1992","%","54.5","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)
Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1992","1992","%","60.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)
Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1992","1992","%","4.8656697273","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1992","1992","%","8","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)
Break in series: Methodology revised
[B] Break in series"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1993","1993","1000 persons","1450","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1993","1993","%","52.9","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1993","1993","%","59.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1993","1993","%","3.8379969597","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1993","1993","%","7.1","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1994","1994","1000 persons","1392","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1994","1994","%","52.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1994","1994","%","59.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1994","1994","%","3.694444418","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1994","1994","%","6.9","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1995","1995","1000 persons","1315","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1995","1995","%","51.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1995","1995","%","58.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1995","1995","%","3.6213469505","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1995","1995","%","6.6","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1996","1996","1000 persons","1232","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1996","1996","%","51.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1996","1996","%","58.4","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1996","1996","%","3.3529741764","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1996","1996","%","6.1","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1997","1997","1000 persons","1187","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1997","1997","%","51.6","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1997","1997","%","59.3","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1997","1997","%","2.9933867455","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1997","1997","%","5.9","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1998","1998","1000 persons","1175","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1998","1998","%","52.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1998","1998","%","59.8","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1998","1998","%","3.0520150661","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1998","1998","%","5.8","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","1999","1999","1000 persons","1118","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","1999","1999","%","52.7","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","1999","1999","%","60","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","1999","1999","%","2.8615884781","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","1999","1999","%","5.4","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","2000","2000","1000 persons","1095","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2000","2000","%","53.4","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2000","2000","%","60.4","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2000","2000","%","2.8138096333","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2000","2000","%","5.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","2001","2001","1000 persons","1113","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2001","2001","%","54.1","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21072","Labour force participation rate, rural areas","3024","European Union Labour force survey","2001","2001","%","60.6","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21081","Share of employees in agriculture (% of total employees)","3024","European Union Labour force survey","2001","2001","%","2.8161702156","X","International reliable sources","EU Labour Force Survey"
"OE","Employment Indicators","106","Italy","21063","Share of employment in agriculture (% of total employment)","3024","European Union Labour force survey","2001","2001","%","5.2","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21066","Employment in agriculture","3024","European Union Labour force survey","2002","2002","1000 persons","1072","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
"OE","Employment Indicators","106","Italy","21069","Employment-to-population ratio, rural areas","3024","European Union Labour force survey","2002","2002","%","54.6","X","International reliable sources","EU Labour Force Survey. Unemployment definition: Two criteria (not in employment and seeking)"
